Cycle,Supposed Position,Raw Angle,Filtered Angle,Field Status
34,180,331.249,331.249,0
34,210,300.795,300.81,0
34,240,270.67,270.649,0
34,270,240.48,240.47,0
34,300,210.037,210.043,0
34,330,179.978,180.003,0
35,0,150.304,150.307,0
35,30,120.564,120.549,0
35,60,90.824,90.824,0
35,90,61.029,61.029,0
35,120,31.124,31.131,0
35,150,1.34,1.34,0
35,180,331.227,331.253,0
35,210,300.839,300.818,0
35,240,270.648,270.656,0
35,270,240.458,240.48,0
35,300,210.048,210.041,0
35,330,180.0,179.987,0
36,0,150.315,150.302,0
36,30,120.531,120.553,0
36,60,90.802,90.814,0
36,90,60.963,60.974,0
36,120,31.069,31.091,0
36,150,1.296,1.305,0
36,180,331.238,331.239,0
36,210,300.828,300.83,0
36,240,270.659,270.67,0
36,270,240.524,240.506,0
36,300,210.07,210.065,0
36,330,180.011,180.012,0
37,0,150.315,150.315,0
37,30,120.553,120.554,0
37,60,90.791,90.793,0
37,90,60.974,60.981,0
37,120,31.091,31.09,0
37,150,1.296,1.307,0
37,180,331.216,331.227,0
37,210,300.795,300.789,0
37,240,270.615,270.63,0
37,270,240.469,240.469,0
37,300,210.07,210.044,0
37,330,180.0,180.001,0
38,0,150.304,150.311,0
38,30,120.608,120.564,0
38,60,90.824,90.835,0
38,90,61.051,61.03,0
38,120,31.157,31.131,0
38,150,1.329,1.323,0
38,180,331.238,331.219,0
38,210,300.806,300.789,0
38,240,270.615,270.637,0
38,270,240.458,240.474,0
38,300,210.026,210.037,0
38,330,179.989,179.989,0
39,0,150.293,150.295,0
39,30,120.542,120.549,0
39,60,90.813,90.821,0
39,90,61.018,61.025,0
39,120,31.124,31.135,0
39,150,1.34,1.332,0
39,180,331.227,331.238,0
39,210,300.795,300.814,0
39,240,270.648,270.648,0
39,270,240.469,240.469,0
39,300,210.026,210.041,0
39,330,180.0,179.992,0
40,0,150.26,150.304,0
40,30,120.542,120.554,0
40,60,90.813,90.815,0
40,90,61.029,61.018,0
40,120,31.124,31.124,0
40,150,1.329,1.333,0
40,180,331.249,331.26,0
40,210,300.828,300.818,0
40,240,270.626,270.659,0
40,270,240.513,240.476,0
40,300,210.015,210.047,0
40,330,180.011,179.989,0
41,0,150.293,150.294,0
41,30,120.553,120.553,0
41,60,90.813,90.813,0
41,90,61.018,61.018,0
41,120,31.113,31.13,0
41,150,1.34,1.329,0
41,180,331.26,331.249,0
41,210,300.828,300.813,0
41,240,270.637,270.664,0
41,270,240.502,240.501,0
41,300,210.015,210.048,0
41,330,179.989,180.003,0
42,0,150.326,150.293,0
42,30,120.542,120.542,0
42,60,90.824,90.806,0
42,90,61.018,61.018,0
42,120,31.135,31.124,0
42,150,1.318,1.332,0
42,180,331.249,331.238,0
42,210,300.795,300.809,0
42,240,270.648,270.648,0
42,270,240.48,240.469,0
42,300,210.059,210.044,0
42,330,180.0,180.0,0
43,0,150.315,150.309,0
43,30,120.564,120.569,0
43,60,90.824,90.825,0
43,90,61.029,61.018,0
43,120,31.113,31.13,0
43,150,1.329,1.334,0
43,180,331.249,331.26,0
43,210,300.839,300.817,0
43,240,270.648,270.654,0
43,270,240.48,240.48,0
43,300,210.037,210.034,0
43,330,179.956,179.978,0
44,0,150.282,150.282,0
44,30,120.553,120.553,0
44,60,90.835,90.816,0
44,90,61.04,61.029,0
44,120,31.157,31.142,0
44,150,1.351,1.346,0
44,180,331.26,331.251,0
44,210,300.817,300.823,0
44,240,270.67,270.668,0
44,270,240.469,240.48,0
44,300,210.048,210.048,0
44,330,179.989,179.989,0
45,0,150.293,150.293,0
45,30,120.542,120.542,0
45,60,90.824,90.813,0
45,90,61.018,61.024,0
45,120,31.135,31.128,0
45,150,1.351,1.34,0
45,180,331.26,331.263,0
45,210,300.817,300.817,0
45,240,270.659,270.667,0
45,270,240.458,240.474,0
45,300,210.037,210.04,0
45,330,180.0,179.988,0
46,0,150.315,150.293,0
46,30,120.531,120.553,0
46,60,90.802,90.82,0
46,90,61.029,61.024,0
46,120,31.124,31.135,0
46,150,1.318,1.338,0
46,180,331.26,331.258,0
46,210,300.817,300.817,0
46,240,270.659,270.659,0
46,270,240.48,240.48,0
46,300,210.048,210.055,0
46,330,180.0,180.0,0
47,0,150.304,150.294,0
47,30,120.553,120.553,0
47,60,90.802,90.813,0
47,90,60.996,61.019,0
47,120,31.124,31.135,0
47,150,1.318,1.33,0
47,180,331.227,331.249,0
47,210,300.817,300.817,0
47,240,270.67,270.659,0
47,270,240.469,240.48,0
47,300,210.037,210.048,0
47,330,180.011,180.0,0
48,0,150.271,150.312,0
48,30,120.564,120.558,0
48,60,90.813,90.827,0
48,90,61.007,61.026,0
48,120,31.113,31.115,0
48,150,1.318,1.333,0
48,180,331.238,331.245,0
48,210,300.817,300.817,0
48,240,270.659,270.649,0
48,270,240.48,240.48,0
48,300,210.037,210.051,0
48,330,180.0,180.0,0
49,0,150.293,150.315,0
49,30,120.586,120.557,0
49,60,90.824,90.82,0
49,90,61.007,61.019,0
49,120,31.113,31.124,0
49,150,1.329,1.325,0
49,180,331.238,331.252,0
49,210,300.828,300.825,0
49,240,270.681,270.67,0
49,270,240.491,240.493,0
49,300,210.048,210.059,0
